USA/WY-CDC-2-3971784/2021|MW766775.1|21-02-12	node_43353
USA/WY-CDC-2-3973388/2021|MW766774.1|21-02-26	node_43353
USA/AK-PHL346/2020|MT946884.1|20-05-27	node_94889
USA/AK-PHL383/2020|MW079838.1|20-05-31	node_94889
USA/AK-PHL384/2020|MW079839.1|20-06-01	node_94889
USA/AK-PHL397/2020|MW079836.1|20-06-01	node_94889
USA/AK-PHL400/2020|MW079840.1|20-06-01	node_94889
USA/AK-PHL403/2020|MT946885.1|20-06-01	node_94889
USA/AK-PHL404/2020|MW079837.1|20-06-02	node_94889
USA/AK-PHL414/2020|MT946886.1|20-06-03	node_94889
USA/AK-PHL440/2020|MT946887.1|20-06-06	node_94889
USA/AK-PHL442/2020|MT946888.1|20-06-07	node_94889
USA/AK-PHL455/2020|MW079828.1|20-06-08	node_94889
USA/AK-PHL471/2020|MT946891.1|20-06-11	node_94889
USA/AK-PHL529/2020|MT946892.1|20-06-17	node_94889
USA/AK-CDC-2-3925173/2021|MW731213.1|21-02-06	node_20918
USA/AK-CDC-2-3925186/2021|MW731214.1|21-02-06	node_20918
USA/AK-CDC-2-3925187/2021|MW731221.1|21-02-07	node_32754
USA/AK-CDC-2-3925270/2021|MW731215.1|21-02-07	node_32754
USA/AK-CDC-2-3693667/2020|MW406506.1|20-11-09	node_38857
USA/AK-CDC-2-3693693/2020|MW406510.1|20-11-09	node_38857
USA/AK-CDC-21803437/2021|MW669549.1|21-02-04	node_47282
USA/AK-CDC-21804109/2021|MW669452.1|21-02-04	node_47282
USA/AL-CDC-2-3693671/2020|MW406500.1|20-11-04	node_52410
USA/AL-CDC-2-3693696/2020|MW406498.1|20-11-04	node_52410
USA/AL-CDC-2-3693697/2020|MW406499.1|20-11-04	node_52410
USA/AL-CDC-2-3693782/2020|MW406496.1|20-11-04	node_52410
USA/AL-UAB-GX10/2021|MW712858.1|21-01-29	node_187380
USA/AL-UAB-GX17/2021|MW712860.1|21-02-03	node_187380
